message_type,content,rating
system_message_0,You are a helpful AI assistant.,
system_message_0,Shorter message.,The system message is too long.
system_message_0,Shorter message.,The system message is too long.
system_message_0,Shorter message.,The system message is too long.
system_message_0,Shorter message.,The system message is too long.
system_message_0,Shorter message.,The system message is too long.
conversation_0_assistant,assistant_response_0,
conversation_0_assistant,assistant_response_0,
conversation_0_assistant,assistant_response_0,
conversation_0_assistant,assistant_response_0,
conversation_0_assistant,assistant_response_0,
conversation_0_user,User_feedback0,50
conversation_0_user,User_feedback0,50
conversation_0_user,User_feedback0,50
conversation_0_user,User_feedback0,50
conversation_0_user,User_feedback0,50
conversation_1_assistant,assistant_response_1,
conversation_1_assistant,assistant_response_1,
conversation_1_assistant,assistant_response_1,
conversation_1_assistant,assistant_response_1,
conversation_1_assistant,assistant_response_1,
conversation_1_user,User_feedback1,50
conversation_1_user,User_feedback1,50
conversation_1_user,User_feedback1,50
conversation_1_user,User_feedback1,50
conversation_1_user,User_feedback1,50
